Row,id5506,id12223,id5492,id5508,id5624,id5528,id5568,id5566,id14446,id14192,id5570,id5546,id5519,id11394,id10569,id5539,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5564,id10577,id5509,id5502,id5524,id10818,id10574,id5512,id5513,id5510,id14768,id5527,id5537,id5573,id5536,id14441,id10579,id5541,id5483,id10570,id10572,id10573,id5514,id10571,id10568,id11298,id5547,id5557,id14762,id10816,id10576,id11395,id11396,id5567,id5565
id5570,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5546,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5519,0,0.25,0,0.5,NaN,0.666666666666667,1,0.333333333333333,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,0.75,0.75,1,0.75,NaN,1,1,1,1,1,1
id11394,0.25,0.25,0.25,1,0,1,1,0.333333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10569,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5539,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5571,0.5,0.5,0.5,0.75,1,0.25,1,0.666666666666667,1,1,1,1,0.5,1,1,1,1,0.75,1,1,0.75,0.75,1,1,0.5,1,1,0.5,1,1,0.666666666666667,0.75,0.75,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.666666666666667,1,1,0.666666666666667,0.5,0.5,1,1,1
id5515,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5560,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5544,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10578,0,0,0,0,NaN,0,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10575,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5559,0.2,0.5,0.2,0.6,1,0.333333333333333,1,0.5,1,1,1,1,0.8,1,1,1,1,0.8,1,1,0.8,0.8,1,1,0.8,1,1,0.8,1,1,0.8,1,0.8,1,1,1,0.8,1,1,1,1,0.8,0.8,0.8,1,1,1,0.6,0.6,0.8,0.8,1,0.8,0.8,0.8,1,1,1
id5564,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10577,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5509,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5502,0,0,0,0.666666666666667,1,0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5524,0.5,0.6,0.333333333333333,1,1,0.6,1,0.5,0.75,1,1,0.8,0.666666666666667,0.666666666666667,1,1,0.833333333333333,0.666666666666667,0.6,1,0.666666666666667,0.833333333333333,1,1,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.6,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.8,1,0.833333333333333,0.8,0.75,0.833333333333333,1,0.5,0.666666666666667,0.666666666666667,0.8,1,1,0.666666666666667,0.833333333333333,0.666666666666667,1,0.75,0.666666666666667,0.5,0.833333333333333,0.833333333333333,1,0.833333333333333
id10818,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10574,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5512,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5513,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5510,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id14768,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,NaN,1,1,1,0.5,1,0.5,1,NaN,NaN,0.5,1,1,0.5,1,1,NaN,0.5,1,1,0.5,1,0.5,1,1,1,NaN,1,0.5,0.5,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1
id5527,0,0.5,0,0,NaN,0,1,0.5,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,NaN,1,1,1,1,1,1
id5537,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5573,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5536,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id14441,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10579,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5541,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5483,0.25,0.25,0.25,0.75,NaN,0.75,1,0.333333333333333,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10570,0,0,0,0.666666666666667,0,0.666666666666667,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10572,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10573,0.5,0.5,0.5,1,NaN,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.5,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5514,0.571428571428571,0.571428571428571,0.428571428571429,0.857142857142857,1,0.571428571428571,1,0.6,0.8,1,0.833333333333333,0.75,0.714285714285714,0.571428571428571,1,0.857142857142857,0.714285714285714,0.714285714285714,0.571428571428571,0.833333333333333,0.857142857142857,1,1,1,0.428571428571429,0.666666666666667,0.714285714285714,0.833333333333333,0.714285714285714,0.571428571428571,1,0.428571428571429,0.857142857142857,0.75,0.714285714285714,1,0.714285714285714,0.714285714285714,0.6,0.714285714285714,1,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,1,1,0.571428571428571,0.857142857142857,1,0.857142857142857,0.6,1,0.428571428571429,0.857142857142857,0.714285714285714,0.833333333333333,0.714285714285714
id10571,0,0,0,0.5,NaN,0.5,1,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10568,0.2,0.2,0.2,0.8,0.333333333333333,0.8,1,0.25,0.333333333333333,1,0.8,0.75,0.8,0.8,1,1,1,1,0.8,1,0.8,1,1,1,0.8,1,1,0.8,1,1,1,0.8,1,1,0.75,1,0.8,1,1,1,1,1,0.8,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id11298,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5547,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5557,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14762,0,0,0,1,0,1,1,0,0,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1
id10816,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10576,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id11395,0.666666666666667,0.5,0.5,1,1,1,1,1,1,1,0.666666666666667,0.5,1,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,1,1,1,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0,0.5,1,0.666666666666667,0.666666666666667,0.5,0.5,1,1,0.666666666666667,1,1,0.666666666666667,0,1,0.333333333333333,1,0.666666666666667,0.5,0.666666666666667
id11396,0,0,0,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5567,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,NaN,0.5,1,0.5,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.666666666666667,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5565,0.5,0.6,0.5,0.833333333333333,1,0.4,1,0.6,1,1,0.8,0.8,0.5,0.833333333333333,1,1,1,0.833333333333333,0.8,1,0.666666666666667,0.833333333333333,1,1,0.5,1,1,0.5,1,1,0.75,0.666666666666667,0.833333333333333,1,0.8,1,0.5,1,1,1,1,0.666666666666667,0.5,0.5,1,1,1,0.666666666666667,0.666666666666667,0.75,1,1,0.75,0.6,0.666666666666667,1,1,1
